transaction_id,customer_id,transaction_datetime,transaction_type,merchant_category,merchant_name,currency,amount,fee
T1007135,C101609,2024-02-14 19:14:22,transfer_out,food_delivery,Shopee,MYR,40.0,2.26
T1007136,C103861,07/10/2022 00:26,transfer_in,groceries,Shopee,MYR,857.16,0.0
T1007137,C107533,2024-06-21 08:04:38,transfer_out,electronics,GRAB,MYR,502.24,
T1007138,C100061,2022-03-14 19:55:52,transfer_out,electronics,Shopee,IDR,450.28,2.93
T1007139,C103564,2022-02-24 01:31:02,transfer_out,groceries,tesco,PHP,7.33,1.88
T1007140,C101319,2022-12-31 11:46:37,card_spend,ecommerce,Tesco,MYR,47.28,0.76
T1007141,C105006,04/12/2023 14:47,fx_spend,groceries,AEON,MYR,186.18,0.37
T1007142,C104360,2022-08-07 07:07:59,fx_spend,ecommerce,Samsung,PHP,20.29,0.9
T1007143,C105298,2025-06-27 23:44:17,transfer_out,food_delivery,TNB,VND,240.09,1.39
T1007144,C102757,2024-11-22 06:37:10,fx_spend,ride_hailing,Maxis,SGD,27.14,1.52
T1007145,C104599,2023-04-22 13:35:02,transfer_in,food_delivery,GRAB,MYR,117.78,0.0
T1007146,C107461,2024-09-23 23:16:07,transfer_in,utilities,Shopee,MYR,437.89,0.0
T1007147,C102474,2024-02-03 06:08:07,transfer_out,ecommerce,TNG,MYR,9.98,3.17
T1007148,C105673,2025-09-10 09:41:24,card_spend,ride_hailing,AirAsia,MYR,55.33,0.33
T1007149,C100056,2022-04-02 18:03:25,transfer_out,electronics,Grab,MYR,128.71,2.44
T1007150,C103129,2025-02-22 00:34:34,transfer_out,subscriptions,Shopee,VND,415.36,2.37
T1007151,C105860,2024-10-25 09:51:48,card_spend,electronics,Tesco,MYR,107.92,0.78
T1007152,C103124,2024-06-27 03:33:06,card_spend,utilities,Grab,MYR,37.5,
T1007153,C103014,2024-10-26 21:43:10,fx_spend,groceries,Shopee,MYR,20.78,2.01
T1007154,C104844,30/01/2023 19:27,card_spend,electronics,Tesco ,MYR,19.05,0.68
T1007155,C100979,2022-07-05 00:27:28,transfer_out,groceries,Samsung,USD,2.77,2.88
T1007156,C102950,2025-01-31 22:56:50,card_spend,utilities,Lazada,MYR,34.52,0.68
T1007157,C105444,07/08/2024 20:14,fx_spend,ecommerce,TNB,MYR,194.17,0.82
T1007158,C106078,2023-07-10 18:37:15,card_spend,groceries,AirAsia,THB,107.16,0.58
T1007159,C102768,2022-05-15 02:31:15,transfer_out,ride_hailing,Maxis,USD,150.52,2.78
T1007160,C101824,2022-10-31 20:32:49,card_spend,travel,TNB,PHP,23.58,0.35
T1007161,C103675,23/03/2022 09:43,transfer_out,groceries,AirAsia,MYR,265.66,2.03
T1007162,C103639,2024-01-29 18:45:00,card_spend,electronics,TNB,MYR,59.74,0.0
T1007163,C102572,2023-04-08 03:16:51,card_spend,utilities,AEON,USD,52.0,1.02
T1007164,C102513,2023-05-24 06:54:34,transfer_out,ride_hailing,Maxis,MYR,252.85,1.54
T1007165,C101164,2023-07-25 07:41:24,transfer_in,ecommerce,Shopee,SGD,78.25,0.0
T1007166,C101434,2022-08-17 14:21:15,card_spend,utilities,TNB,MYR,133.23,0.17
T1007167,C106804,2024-07-20 02:57:05,transfer_out,subscriptions,Samsung,SGD,595.82,1.38
T1007168,C104589,2022-02-23 16:42:16,card_spend,utilities,Netflix,MYR,5.59,0.53
T1007169,C104976,13/09/2024 03:34,fx_spend,food_delivery,TNB,THB,194.61,0.44
T1007170,C106251,2022-01-13 11:28:17,fx_spend,utilities,Netflix,THB,124.55,0.34
T1007171,C101178,2022-11-04 14:53:20,card_spend,ecommerce,AirAsia,MYR,72.64,1.03
T1007172,C106383,2023-06-29 19:21:47,transfer_out,groceries,Samsung,USD,26.42,0.82
T1007173,C106315,2024-08-11 21:08:47,card_spend,ecommerce,Lazada,THB,73.2,0.35
T1007174,C100472,10/09/2025 08:21,card_spend,ecommerce,Tesco ,MYR,74.52,0.31
T1007175,C103356,2022-09-20 14:25:40,card_spend,groceries,Maxis,MYR,30.03,0.81
T1007176,C104431,2024-09-21 09:02:19,transfer_out,groceries,Lazada,THB,220.38,1.43
T1007177,C104724,01/02/2022 07:06,card_spend,utilities,Netflix,SGD,109.48,0.06
T1007178,C102414,24/07/2023 11:24,fx_spend,ride_hailing,Maxis,PHP,163.67,0.77
T1007179,C101509,2024-01-13 19:48:51,card_spend,ride_hailing,Netflix,MYR,110.96,0.0
T1007180,C105250,01/10/2024 10:36,card_spend,travel,TNB,MYR,120.52,0.71
T1007181,C106055,06/09/2025 04:34,card_spend,food_delivery,Grab,THB,77.09,0.67
T1007182,C102690,2025-09-17 18:50:21,transfer_out,subscriptions,Lazada,MYR,387.24,1.48
T1007183,C106683,2022-02-22 23:25:04,cash_withdrawal,food_delivery,AEON,MYR,144.53,2.7
T1007184,C100514,2025-08-18 20:49:23,card_spend,electronics,Samsung,PHP,83.01,0.8
T1007185,C104846,2024-05-09 20:51:30,transfer_out,utilities,Samsung,SGD,99.12,1.77
T1007186,C102763,2022-11-02 02:48:57,cash_withdrawal,electronics,Maxis,MYR,86.87,2.13
T1007187,C100400,2024-06-22 05:05:16,card_spend,utilities,TNB,IDR,70.76,0.64
T1007188,C103790,2024-11-25 10:36:32,card_spend,groceries,TNB,USD,141.73,0.16
T1007189,C102645,2022-07-24 04:47:40,transfer_out,ecommerce,AEON,SGD,520.96,3.13
T1007190,C101397,07/07/2025 16:26,card_spend,ecommerce,Lazada,MYR,127.56,0.27
T1007191,C105292,2024-10-20 03:51:59,card_spend,subscriptions,Grab ,MYR,62.75,0.51
T1007192,C103661,30/08/2022 04:19,card_spend,subscriptions,Lazada,MYR,111.69,0.73
T1007193,C105061,2023-10-08 14:16:58,transfer_in,subscriptions,Samsung,MYR,27.98,0.0
T1007194,C105100,2023-01-12 02:51:29,transfer_in,ecommerce,Lazada,MYR,76.78,0.0
T1007195,C107757,2025-05-23 20:26:13,card_spend,food_delivery,TNB,MYR,38.65,1.03
T1007196,C103874,2025-02-02 02:29:58,transfer_in,food_delivery,Tesco,IDR,172.65,0.0
T1007197,C104555,2022-01-04 09:21:54,transfer_in,subscriptions,Samsung,MYR,0.25,0.0
T1007198,C104906,2022-11-16 15:59:19,card_spend,groceries,Shopee,MYR,22.45,0.28
T1007199,C101833,2022-03-25 22:01:29,card_spend,travel,AEON,MYR,26.36,0.26
T1007200,C100934,2024-02-11 13:41:37,transfer_out,ecommerce,SAMSUNG,MYR,480.27,0.91
T1007201,C107265,2024-02-24 05:35:03,transfer_out,subscriptions,Shopee,MYR,215.76,1.95
T1007202,C103729,2025-08-22 11:04:53,cash_withdrawal,subscriptions,Netflix,MYR,220.79,0.99
T1007203,C103028,2025-03-16 08:45:20,card_spend,groceries,Tesco,IDR,58.75,0.19
T1007204,C104078,2022-12-30 15:04:35,card_spend,ecommerce,Grab,IDR,25.74,0.52
T1007205,C107291,2024-08-31 07:40:34,transfer_out,groceries,AEON,MYR,191.9,2.5
T1007206,C103149,2024-02-12 00:43:01,fx_spend,groceries,Lazada,IDR,256.4,1.89
T1007207,C104574,2022-04-13 23:00:23,card_spend,utilities,AirAsia,SGD,103.09,0.95
T1007208,C104124,2025-07-29 18:27:08,transfer_out,ecommerce,Maxis,MYR,40.67,2.98
T1007209,C107424,24/09/2024 08:33,transfer_in,ride_hailing,AEON,MYR,368.11,0.0
T1007210,C102817,2023-09-29 01:43:47,card_spend,subscriptions,TNB,SGD,94.2,0.55
T1007211,C102599,2025-05-07 06:04:28,card_spend,subscriptions,Maxis,MYR,76.94,0.23
T1007212,C101210,2023-02-09 02:43:06,card_spend,ride_hailing,Shopee,SGD,146.55,0.59
T1007213,C104693,2022-08-18 05:38:44,transfer_out,travel,Lazada,PHP,177.74,1.75
T1007214,C101304,2025-02-03 23:03:19,transfer_out,electronics,Maxis,MYR,632.41,1.54
T1007215,C103911,2024-07-31 03:36:48,cash_withdrawal,groceries,Lazada,MYR,372.9,2.03
T1007216,C101656,04/03/2023 20:52,card_spend,subscriptions,Samsung,MYR,70.37,0.59
T1007217,C102166,25/04/2025 15:39,card_spend,ecommerce,AirAsia,USD,17.7,1.28
T1007218,C103046,2025-02-08 09:51:52,transfer_in,utilities,AEON,VND,589.0,0.0
T1007219,C104475,18/09/2023 14:52,card_spend,groceries,Maxis,MYR,141.18,0.96
T1007220,C103284,2022-06-06 21:17:23,transfer_out,ecommerce,AEON,VND,26.95,1.55
T1007221,C105218,2022-08-16 14:09:01,card_spend,ride_hailing,Shopee,VND,11.81,0.9
T1007222,C100420,2024-09-06 19:39:26,card_spend,ecommerce, Lazada,MYR,141.86,0.42
T1007223,C101583,2023-07-03 05:18:28,transfer_out,food_delivery,Tesco,THB,14.73,1.69
T1007224,C105228,2024-09-30 20:13:16,card_spend,subscriptions,Netflix,MYR,2.93,1.11
T1007225,C102622,2025-06-05 06:51:18,card_spend,subscriptions,Shopee,MYR,34.11,0.33
T1007226,C101774,2024-01-29 19:13:07,transfer_out,groceries,Grab,MYR,416.11,0.85
T1007227,C103307,05/08/2024 13:55,transfer_in,ecommerce,Maxis,MYR,134.66,0.0
T1007228,C106439,2025-09-26 00:42:29,card_spend,food_delivery,AirAsia,SGD,73.23,0.6
T1007229,C100717,2024-04-11 18:15:34,card_spend,utilities,AEON,MYR,83.35,0.1
T1007230,C104627,2024-10-27 20:54:11,card_spend,subscriptions,Samsung,MYR,128.57,0.66
T1007231,C103857,22/10/2024 22:58,transfer_out,food_delivery,Maxis,SGD,142.87,2.3
T1007232,C104809,10/07/2022 18:56,transfer_in,food_delivery,Lazada,USD,493.52,0.0
T1007233,C103076,2025-08-04 23:48:17,fx_spend,travel,AirAsia ,MYR,87.55,2.33
T1007234,C107940,15/12/2024 05:16,transfer_out,travel,AirAsia,THB,364.63,1.55
T1007235,C103348,2022-09-15 17:53:35,transfer_out,ecommerce,Netflix,MYR,27.78,1.95
T1007236,C104681,21/10/2022 07:34,card_spend,ecommerce,Netflix,MYR,97.84,
T1007237,C102513,2022-10-22 23:24:14,card_spend,groceries,Tesco,MYR,13.86,0.62
T1007238,C102600,2025-04-29 09:05:43,card_spend,food_delivery,Grab,SGD,37.27,0.18
T1007239,C105177,07/07/2025 12:21,cash_withdrawal,food_delivery,Grab,IDR,86.66,
T1007240,C107783,2022-07-02 07:56:42,card_spend,ride_hailing,AirAsia,MYR,13.86,1.16
T1007241,C102693,2024-11-29 17:51:08,transfer_in,food_delivery,Shopee,IDR,546.52,0.0
T1007242,C101105,2023-10-18 02:45:19,card_spend,utilities,Grab,MYR,100.08,0.75
T1007243,C107683,2022-02-15 01:38:15,transfer_out,electronics,TNG,USD,524.99,3.77
T1007244,C105664,2025-07-07 03:07:50,card_spend,groceries,Shopee,IDR,75.55,0.5
T1007245,C107684,2022-11-06 09:47:34,card_spend,ride_hailing,Shopee,SGD,56.71,0.55
T1007246,C107963,2022-03-22 00:13:25,transfer_in,ecommerce,AEON,SGD,263.47,0.0
T1007247,C103067,2024-04-17 20:24:51,card_spend,groceries,TNB,MYR,100.75,0.84
T1007248,C105178,2025-01-12 14:21:15,transfer_out,subscriptions,aeon,MYR,389.12,2.06
T1007249,C103911,2024-08-08 22:06:25,card_spend,ecommerce,AirAsia,MYR,47.81,0.38
T1007250,C104122,2024-07-21 23:55:49,fx_spend,utilities,Shopee,USD,158.09,1.26
T1007251,C101245,2022-10-15 08:57:00,card_spend,utilities,TNB,SGD,62.37,0.85
T1007252,C105125,2024-11-20 15:58:50,card_spend,travel,Shopee,MYR,42.94,0.65
T1007253,C100718,2025-03-17 16:55:45,transfer_out,ecommerce,TNB,MYR,25.47,0.7
T1007254,C100695,2024-11-12 23:29:20,card_spend,groceries,AEON,SGD,60.59,0.02
T1007255,C104596,2023-08-01 14:38:11,transfer_out,ecommerce,Samsung,SGD,101.03,0.52
T1007256,C102375,18/09/2023 13:08,card_spend,travel,Maxis,USD,12.78,0.98
T1007257,C100853,2023-01-09 16:27:10,card_spend,electronics,AirAsia,MYR,149.25,0.51
T1007258,C100897,2024-11-15 19:39:25,transfer_out,ecommerce,Lazada,THB,,0.87
T1007259,C100736,2022-05-05 00:02:32,cash_withdrawal,subscriptions,Shopee,MYR,199.54,1.84
T1007260,C105609,2022-05-16 17:45:17,card_spend,ecommerce,Lazada,PHP,69.92,0.93
T1007261,C105136,2023-03-30 11:05:08,card_spend,food_delivery,AEON,SGD,66.29,0.37
T1007262,C102926,2022-02-03 10:06:25,transfer_out,groceries,AirAsia,MYR,567.12,1.21
T1007263,C105252,2025-08-27 03:48:44,transfer_out,ecommerce,TNB,MYR,534.58,1.89
T1007264,C105099,22/09/2022 05:03,transfer_out,subscriptions,AEON,MYR,430.57,1.39
T1007265,C106274,03/02/2025 05:08,transfer_in,subscriptions,AEON,MYR,293.78,0.0
T1007266,C106087,2022-05-27 09:45:13,cash_withdrawal,electronics,Grab,MYR,26.37,2.33
T1007267,C100521,2023-06-28 06:17:09,cash_withdrawal,ride_hailing,Samsung,VND,114.44,1.55
T1007268,C101781,2022-11-22 23:41:19,card_spend,utilities,Tesco,MYR,95.95,0.55
T1007269,C103249,2022-03-19 11:39:01,transfer_in,electronics,TNB,MYR,499.59,0.0
T1007270,C101753,2024-03-01 11:57:11,card_spend,groceries,Netflix,MYR,83.09,0.96
T1007271,C104596,06/06/2025 05:23,card_spend,groceries,TNB,MYR,240.2,1.05
T1007272,C104916,2022-01-23 21:48:46,transfer_out,ecommerce,Grab,MYR,261.64,0.93
T1007273,C107551,2025-06-09 12:34:20,fx_spend,ride_hailing,Tesco,PHP,62.11,1.09
T1007274,C100540,16/03/2023 07:06,card_spend,utilities,Maxis,THB,5564.05,1.15
T1007275,C102127,2022-03-27 22:01:41,transfer_in,ecommerce,TNB,MYR,775.4,0.0
T1007276,C107510,2022-09-07 09:11:03,card_spend,food_delivery,AirAsia,MYR,141.57,0.77
T1007277,C102617,2023-12-15 00:20:40,transfer_out,ride_hailing,AEON,MYR,348.09,1.84
T1007278,C101031,2025-08-02 17:55:02,card_spend,ecommerce,Grab,SGD,57.94,1.03
T1007279,C102250,2023-10-04 05:21:30,transfer_out,ride_hailing,Maxis,SGD,472.36,1.01
T1007280,C107898,2022-04-23 00:12:17,cash_withdrawal,subscriptions,Tesco,MYR,119.08,1.44
T1007281,C100116,2023-12-27 01:31:53,card_spend,groceries,Shopee,MYR,212.18,0.44
T1007282,C107882,2024-01-30 08:35:38,card_spend,electronics,Lazada,PHP,74.02,0.83
T1007283,C101125,2024-04-27 22:19:06,transfer_out,groceries,Netflix,MYR,174.33,1.59
T1007284,C104659,2022-06-07 10:41:36,transfer_out,electronics, Maxis,MYR,465.32,3.34
T1007285,C107789,2022-09-20 02:30:13,transfer_out,groceries,Shopee,MYR,541.39,1.67
T1007286,C100651,2025-07-08 01:03:23,fx_spend,ride_hailing,Lazada,MYR,190.88,0.09
T1007287,C106447,09/12/2024 07:29,transfer_in,groceries,AirAsia,MYR,389.87,0.0
T1007288,C103870,2024-03-07 14:15:00,card_spend,groceries,AirAsia,VND,135.93,0.63
T1007289,C102075,2024-07-04 13:46:16,transfer_in,ecommerce,Netflix,MYR,184.31,0.0
T1007290,C102545,2023-01-24 04:34:29,card_spend,travel,AirAsia,PHP,61.71,0.5
T1007291,C101774,2023-01-17 04:41:14,card_spend,ecommerce,Maxis,PHP,48.45,0.23
T1007292,C106735,2022-07-25 04:04:40,card_spend,electronics,AirAsia,USD,79.31,0.31
T1007293,C105970,07/12/2022 12:02,card_spend,groceries,AirAsia,MYR,134.32,0.76
T1007294,C101681,2023-03-05 04:39:46,cash_withdrawal,groceries,Lazada,MYR,360.56,2.52
T1007295,C105934,2023-08-03 13:03:47,transfer_in,electronics,AirAsia,IDR,348.04,0.0
T1007296,C105462,03/02/2023 13:47,card_spend,food_delivery,AEON,SGD,6.0,0.6
T1007297,C105454,2022-08-02 15:38:59,card_spend,utilities,Maxis,MYR,8.0,0.52
T1007298,C100753,2024-10-24 15:37:33,fx_spend,utilities,TNG,VND,118.97,1.33
T1007299,C105952,2022-08-15 17:21:33,transfer_out,ecommerce,Grab,MYR,577.31,1.3
T1007300,C103850,2025-03-23 15:11:02,transfer_out,ecommerce,Samsung,PHP,574.97,0.33
T1007301,C102672,2025-02-13 03:44:19,card_spend,ecommerce,Grab,IDR,122.82,0.18
T1007302,C101387,2022-11-16 07:25:24,card_spend,ecommerce,Netflix,MYR,28.24,1.04
T1007303,C103807,05/11/2024 17:41,cash_withdrawal,ride_hailing,Lazada,MYR,141.48,1.62
T1007304,C101100,2024-10-22 12:16:06,transfer_out,groceries,Samsung,MYR,275.72,1.28
T1007305,C106310,2022-05-13 11:29:52,card_spend,utilities,AirAsia,THB,152.78,0.53
T1007306,C104289,2025-03-07 15:19:05,transfer_out,utilities,AirAsia,SGD,295.54,1.98
T1007307,C101231,2024-01-12 17:06:36,card_spend,subscriptions,TNB,MYR,83.54,0.53
T1007308,C100678,2024-11-22 22:56:11,card_spend,ride_hailing,Samsung,MYR,64.59,
T1007309,C106440,2024-02-15 17:29:29,transfer_out,electronics,Maxis,MYR,249.98,0.81
T1007310,C103854,2024-03-13 22:53:54,card_spend,subscriptions,Tesco,MYR,30.64,0.58
T1007311,C102753,2022-06-20 13:41:03,transfer_out,utilities,Tesco,SGD,414.87,1.41
T1007312,C101582,2023-08-27 04:45:34,card_spend,ecommerce,Tesco,MYR,31.08,0.68
T1007313,C105272,2022-10-04 00:50:58,transfer_out,subscriptions,AEON,SGD,179.29,1.23
T1007314,C103349,2025-05-26 23:02:46,transfer_in,subscriptions,Lazada,MYR,108.39,0.0
T1007315,C103548,2022-06-23 15:30:22,card_spend,electronics,Samsung,MYR,21.23,1.17
T1007316,C107990,2025-02-06 04:01:05,card_spend,subscriptions,Samsung,VND,82.53,0.65
T1007317,C105990,03/03/2023 01:26,fx_spend,groceries,AirAsia,SGD,215.08,1.28
T1007318,C103553,06/09/2022 17:44,card_spend,ride_hailing,Grab,MYR,57.0,1.01
T1007319,C106493,2024-01-09 01:47:19,card_spend,food_delivery,TNG,MYR,71.25,0.71
T1007320,C103373,2023-10-07 22:01:20,transfer_in,groceries,Grab,MYR,682.57,0.0
T1007321,C104070,2023-07-19 00:37:33,card_spend,food_delivery,TNG,SGD,5.63,0.54
T1007322,C107070,2024-10-08 23:27:12,card_spend,electronics,Netflix,PHP,181.37,0.0
T1007323,C102454,2023-11-02 18:18:42,card_spend,ecommerce,TNB,MYR,133.77,0.19
T1007324,C101408,2023-06-10 23:48:33,transfer_out,electronics,AirAsia,MYR,615.31,1.22
T1007325,C100902,2023-11-12 09:03:49,card_spend,food_delivery,TNG,MYR,56.43,0.26
T1007326,C105287,2025-07-15 11:23:11,card_spend,ride_hailing, TNG,IDR,25.05,0.96
T1007327,C102743,2022-02-03 10:51:54,transfer_out,food_delivery,Maxis,VND,85.57,1.37
T1007328,C100256,2024-01-13 03:53:37,transfer_out,food_delivery,Lazada,USD,135.06,1.73
T1007329,C102585,2023-10-21 20:20:32,card_spend,electronics, Lazada,MYR,40.35,0.53
T1007330,C102124,2022-08-23 08:46:58,transfer_out,food_delivery,AEON,MYR,509.2,1.77
T1007331,C107584,2022-04-15 22:46:29,fx_spend,food_delivery,TNB,MYR,113.97,1.77
T1007332,C105381,06/12/2024 09:57,cash_withdrawal,utilities,Tesco,MYR,228.41,2.06
T1007333,C106571,2023-01-31 08:07:53,card_spend,subscriptions,TNG,MYR,141.02,0.95
T1007334,C100260,2022-07-07 11:40:01,transfer_out,travel,Grab,MYR,99.24,0.82
T1007335,C105801,2023-09-27 19:58:29,card_spend,travel,Lazada,MYR,61.09,0.0
T1007336,C106048,2022-12-06 13:05:22,card_spend,utilities,TNG,MYR,26.14,0.55
T1007337,C104370,2025-09-05 18:13:17,card_spend,ecommerce,Lazada,MYR,39.43,0.0
T1007338,C102573,2023-05-02 07:36:17,card_spend,food_delivery,TNG,MYR,27.7,0.22
T1007339,C107277,2022-03-27 11:16:27,card_spend,food_delivery,Tesco,MYR,72.69,0.41
T1007340,C100354,19/11/2024 19:20,card_spend,groceries,TNB,MYR,175.48,0.37
T1007341,C104569,2022-08-05 04:14:01,card_spend,utilities,AirAsia,MYR,201.38,1.13
T1007342,C104446,2022-04-10 16:18:24,card_spend,electronics,Tesco,MYR,233.38,0.57
T1007343,C107396,17/03/2023 20:57,card_spend,electronics,Shopee,MYR,87.71,0.52
T1007344,C100251,2022-10-18 21:26:42,card_spend,food_delivery,Shopee,MYR,36.2,0.64
T1007345,C102258,09/05/2022 00:48,card_spend,ecommerce,AirAsia,IDR,48.2,0.38
T1007346,C104666,05/02/2022 10:50,card_spend,travel,Tesco,MYR,104.32,0.3
T1007347,C101219,2023-08-10 00:56:59,card_spend,food_delivery,Maxis,IDR,77.67,0.29
T1007348,C105793,08/10/2024 10:32,card_spend,groceries,Maxis,USD,38.6,0.73
T1007349,C102649,2022-07-06 20:08:13,transfer_out,ecommerce,TNG,MYR,516.12,1.26
T1007350,C101285,2022-07-09 12:56:09,card_spend,ride_hailing,AEON,IDR,121.37,0.27
T1007351,C100199,2025-08-16 22:03:06,card_spend,ride_hailing,Shopee,PHP,28.8,0.57
T1007352,C106576,14/02/2023 08:47,fx_spend,subscriptions, Tesco,THB,259.63,0.6
T1007353,C100708,2025-09-22 04:09:41,card_spend,subscriptions,Lazada,PHP,104.19,0.41
T1007354,C107908,18/04/2022 14:20,transfer_out,ecommerce,Tesco,MYR,356.36,1.62
T1007355,C105690,14/03/2022 11:53,fx_spend,ecommerce,TNG,MYR,2.69,0.01
T1007356,C102879,2025-03-07 08:31:19,card_spend,ecommerce,Maxis,MYR,85.98,0.53
T1007357,C102519,2023-08-29 10:07:03,card_spend,electronics,TNB,PHP,107.95,0.04
T1007358,C100450,2023-03-16 19:26:15,card_spend,ride_hailing,Tesco,MYR,151.5,0.41
T1007359,C104997,2023-05-15 14:36:36,card_spend,ride_hailing,Grab,USD,76.23,0.35
T1007360,C107922,09/06/2023 03:23,cash_withdrawal,utilities,Lazada,MYR,183.02,1.82
T1007361,C100679,2024-02-21 23:06:23,card_spend,ecommerce,Grab,USD,151.63,0.57
T1007362,C100736,17/10/2022 08:03,card_spend,ecommerce,Tesco,MYR,96.47,0.23
T1007363,C107372,11/01/2022 03:42,card_spend,electronics,Samsung,SGD,163.23,0.61
T1007364,C102533,2022-02-08 13:04:49,card_spend,subscriptions,TNB,MYR,55.83,1.22
T1007365,C103502,2024-11-26 20:36:21,transfer_out,electronics,TNB,USD,329.09,0.87
T1007366,C102000,08/06/2024 15:40,card_spend,food_delivery,Grab,MYR,85.65,0.7
T1007367,C100879,2023-01-31 16:30:47,transfer_out,subscriptions,AirAsia,MYR,362.87,
T1007368,C102598,21/03/2025 05:04,cash_withdrawal,food_delivery,Tesco,MYR,260.51,1.18
T1007369,C104593,2022-04-10 22:04:12,card_spend,groceries,Tesco,MYR,70.45,0.65
T1007370,C104131,11/12/2024 17:50,card_spend,food_delivery,TNB,MYR,78.74,0.76
T1007371,C102187,17/07/2022 10:26,card_spend,food_delivery,TNB,MYR,165.15,0.44
T1007372,C104894,07/05/2025 00:01,card_spend,food_delivery,Grab,PHP,137.21,0.64
T1007373,C105118,2023-02-25 02:56:27,card_spend,ride_hailing,Lazada,MYR,82.41,0.16
T1007374,C102115,2023-01-29 21:11:21,card_spend,ecommerce,Maxis,IDR,45.85,1.15
T1007375,C102410,2023-07-13 05:14:09,card_spend,groceries,Shopee,MYR,153.51,0.12
T1007376,C100921,2022-07-13 07:08:40,card_spend,groceries,AirAsia,MYR,116.89,0.53
T1007377,C104492,2023-08-07 01:03:56,transfer_in,travel,Netflix,MYR,4723.2,0.0
T1007378,C103708,2022-05-31 09:53:01,card_spend,subscriptions,TNG,MYR,104.78,0.5
T1007379,C103240,2024-07-15 13:03:12,transfer_in,groceries,AirAsia,SGD,152.89,0.0
T1007380,C104013,23/04/2023 07:31,transfer_out,electronics,Samsung,SGD,489.73,1.45
T1007381,C101207,2025-06-18 22:56:07,card_spend,food_delivery,TNB,VND,16.78,0.7
T1007382,C106833,2023-09-26 02:37:15,card_spend,electronics,Netflix,SGD,60.78,0.17
T1007383,C106856,2023-06-01 17:01:09,fx_spend,ride_hailing,Shopee,MYR,136.28,1.75
T1007384,C103852,2023-01-20 08:48:38,card_spend,utilities,TNB,MYR,26.9,0.5
T1007385,C101642,2025-05-01 05:51:04,transfer_out,travel,Shopee,MYR,56.97,1.71
T1007386,C102219,23/12/2023 22:18,transfer_out,food_delivery,AEON,MYR,33.24,1.25
T1007387,C107455,2022-01-04 19:04:26,card_spend,food_delivery,Grab,MYR,198.2,0.49
T1007388,C101457,2024-08-28 07:10:38,card_spend,food_delivery,Samsung,MYR,73.13,0.23
T1007389,C102455,2022-08-25 10:25:33,card_spend,electronics,Maxis,USD,30.43,0.4
T1007390,C100483,2022-12-05 07:58:45,transfer_out,groceries,Samsung,IDR,34.08,1.51
T1007391,C103219,2025-03-04 02:46:28,transfer_in,food_delivery,Maxis,MYR,351.72,0.0
T1007392,C107686,2024-03-05 17:19:00,card_spend,groceries,Tesco,IDR,59.3,0.54
T1007393,C103272,2024-11-04 10:56:59,transfer_out,electronics,Shopee,MYR,312.63,
T1007394,C107445,2024-01-02 14:29:55,card_spend,groceries,Tesco,PHP,18.7,0.51
T1007395,C104385,2024-08-02 13:43:00,fx_spend,groceries,Samsung,MYR,302.74,0.22
T1007396,C101286,2025-06-12 03:31:33,card_spend,utilities,Lazada,SGD,176.98,0.44
T1007397,C102935,2024-03-16 00:43:50,transfer_in,food_delivery,Tesco,MYR,456.88,0.0
T1007398,C102154,2025-06-30 22:41:56,transfer_out,ride_hailing,AEON,SGD,329.42,1.69
T1007399,C103021,2022-12-31 06:45:22,card_spend,utilities,Shopee,MYR,128.33,0.47
T1007400,C106541,2025-06-02 21:36:33,card_spend,groceries,Maxis,USD,10.99,0.38
T1007401,C106673,2022-10-12 08:16:04,card_spend,ecommerce,Maxis,MYR,64.67,0.59
T1007402,C101640,2024-08-29 05:42:08,transfer_in,ecommerce,MAXIS,MYR,717.57,0.0
T1007403,C104662,2022-12-13 10:40:42,card_spend,subscriptions,Samsung,MYR,113.53,0.41
T1007404,C105713,21/09/2022 07:51,card_spend,groceries,Samsung,MYR,123.24,0.35
T1007405,C100212,2025-03-15 13:47:32,transfer_in,ride_hailing,Maxis,SGD,185.66,0.0
T1007406,C104439,16/02/2025 14:25,transfer_out,groceries,Lazada,MYR,164.31,2.47
T1007407,C106564,2025-07-28 12:22:07,card_spend,subscriptions,Tesco,THB,96.48,0.86
T1007408,C100543,2023-01-14 18:58:23,card_spend,electronics,TNG,SGD,90.99,0.58
T1007409,C105457,2025-01-10 17:42:16,transfer_out,travel,Grab,MYR,136.8,1.39
T1007410,C100198,2023-08-15 03:59:53,card_spend,electronics,Grab,MYR,19.26,0.15
T1007411,C100911,2023-11-17 03:16:22,card_spend,ride_hailing,Tesco,MYR,13.36,0.5
T1007412,C101142,2023-11-14 16:15:55,card_spend,subscriptions,Samsung,MYR,84.41,0.52
T1007413,C100796,2025-07-28 04:07:17,card_spend,travel,Grab,USD,32.67,0.33
T1007414,C104937,2022-02-08 02:34:56,card_spend,food_delivery,Netflix,SGD,2.97,0.38
T1007415,C106783,2024-07-17 06:12:22,card_spend,ride_hailing,TNG,USD,11.43,0.05
T1007416,C107268,2024-05-06 08:29:08,cash_withdrawal,ecommerce,TNB,MYR,35.22,1.93
T1007417,C102982,2024-06-01 18:53:43,card_spend,groceries,TNB,SGD,61.82,0.63
T1007418,C100533,27/06/2025 12:03,transfer_out,electronics,Netflix,MYR,330.47,2.8
T1007419,C105389,2023-07-30 17:45:57,card_spend,travel,Samsung,MYR,118.7,0.0
