loan_id,customer_id,start_date,principal,interest_rate_annual,term_months,status,delinquency_bucket,npl_flag
L500868,C100152,2023-07-24,500.0,0.162,24,delinquent,31-60,0
L500869,C107146,2022-02-09,500.0,0.11,36,paid_off,0-30,0
L500870,C101164,27/04/2025,500.0,0.078,24,delinquent,61-90,1
L500871,C102741,2022-12-23,500.0,0.155,12,current,31-60,0
L500872,C107396,2024-05-18,500.0,0.163,36,current,0-30,0
L500873,C106182,2025-07-24,500.0,0.134,12,current,0-30 ,0
L500874,C106788,2022-09-28,500.0,0.102,12,current,31-60,0
L500875,C104637,22/10/2024,604.21,0.102,12,delinquent,31-60,0
L500876,C103176,2022-01-28,500.0,0.132,36,current,0-30,0
L500877,C107575,2023-05-08,500.0,0.173,18,paid_off,0-30,0
L500878,C106306,2022-08-29,500.0,0.109,24,paid_off ,0-30,0
L500879,C103960,2024-02-11,500.0,0.114,36,current,0-30,0
L500880,C101967,2025-07-11,500.0,0.12,36,current,0-30,0
L500881,C106524,2022-04-01,500.0,0.101,24,current,0-30,0
L500882,C104332,14/01/2022,500.0,0.111,36,paid_off,0-30,0
L500883,C100497,2024-11-04,500.0,0.017,12,paid_off,0-30,0
L500884,C103993,2022-03-09,500.0,0.163,18,current,0-30,0
L500885,C104059,2024-04-21,500.0,0.114,36,current,0-30,0
L500886,C103498,2023-09-10,500.0,0.095,12,current,0-30,0
L500887,C101136,2023-12-22,500.0,,12,current,0-30,0
L500888,C102968,2023-09-20,500.0,0.082,36,current,0-30,0
L500889,C105020,2024-12-17,500.0,0.073,48,current,0-30,0
L500890,C105369,2023-04-25,500.0,0.165,36,current,0-30,0
L500891,C101412,2023-01-03,500.0,0.13,24,current,0-30,0
L500892,C100646,2023-10-05,500.0,0.087,24,paid_off,0-30,0
L500893,C105258,2024-08-24,500.0,0.146,36,paid_off,0-30,0
L500894,C102257,2025-01-03,500.0,0.08,24,paid_off,0-30,0
L500895,C100862,04/02/2025,500.0,0.141,24,current,0-30,0
L500896,C105398,2023-03-06,500.0,0.132,24,current,0-30,0
L500897,C103015,2025-02-05,500.0,0.115,12,current,0-30,0
L500898,C101409,2025-02-17,500.0,0.087,24,delinquent,31-60,0
L500899,C100392,07/11/2024,500.0,0.149,18,paid_off,0-30,0
L500900,,2025-03-06,500.0,0.1,12,paid_off,0-30,0
L500901,C102167,2024-03-14,500.0,0.103,12,paid_off,0-30,0
L500902,C101236,2025-03-31,500.0,0.129,12,paid_off,0-30,0
L500903,C100831,2025-04-15,500.0,0.109,12,current,31-60,0
L500904,C106997,2024-04-02,500.0,0.075,6,default,>90,1
L500905,C104589,16/10/2022,500.0,0.128,24,delinquent,31-60,0
L500906,C106546,2023-05-02,500.0,0.04,24,current,0-30,0
L500907,C105504,2024-06-01,500.0,0.09,24,delinquent,61-90,1
L500908,C100052,2025-09-25,500.0,0.141,12,paid_off,0-30,0
L500909,C104478,2023-06-24,500.0,0.148,6,default,>90,1
L500910,C101863,2022-07-07,500.0,0.152,24,delinquent ,31-60,0
L500911,C104065,2025-09-09,500.0,0.156,24,paid_off,0-30,0
L500912,C106604,2024-06-04,500.0,0.115,24,current,0-30 ,0
L500913,C100398,2022-06-15,500.0,0.084,6,default,>90,1
L500914,C101788,2024-11-30,500.0,0.161,6,delinquent,61-90,1
L500915,C106588,01/05/2022,500.0,0.156,48,current,0-30,0
L500916,C107463,2022-01-24,500.0,0.114,18,current,0-30,0
L500917,C103125,2023-09-20,500.0,0.11,18,current,0-30,0
L500918,C100891,2024-04-13,500.0,,12,CURRENT,0-30,0
L500919,C107885,2025-09-20,500.0,0.162,24,current,31-60,0
L500920,C104850,2024-10-16,500.0,0.115,12,current,0-30,0
L500921,C102774,2024-06-06,500.0,0.139,24,current,31-60,0
L500922,C101070,2025-01-23,500.0,0.101,12,current,0-30,0
L500923,C102486,2022-07-14,500.0,0.128,24,current,0-30,0
L500924,C103992,2022-06-26,500.0,0.146,18,delinquent,61-90,1
L500925,C102947,2022-03-06,500.0,0.142,12,current,0-30,0
L500926,C101946,2024-11-20,500.0,0.118,12,current,31-60,0
L500927,C103664,2023-05-28,500.0,0.064,12,DEFAULT,charge-off,1
L500928,C105455,08/06/2024,500.0,0.108,24,paid_off,0-30,0
L500929,C101842,2025-07-04,500.0,0.162,36,paid_off,0-30,0
L500930,C102333,2023-01-18,500.0,0.1,36,current,0-30,0
L500931,,2022-03-15,500.0,0.123,24,current,0-30,0
L500932,C105919,2025-07-04,500.0,0.149,24,paid_off,0-30,0
L500933,C105193,01/01/2024,500.0,0.056,48,delinquent,31-60,0
L500934,C104978,2024-03-02,500.0,0.09,12,current,0-30,0
L500935,C104344,13/05/2025,500.0,0.134,12,current,31-60,0
L500936,C105360,26/12/2022,500.0,0.121,12,paid_off,0-30,0
L500937,C101921,2024-12-18,500.0,0.114,24,current,0-30,0
L500938,C103250,2022-02-11,500.0,0.094,18,delinquent,61-90,1
L500939,C102739,2022-06-18,500.0,0.167,12,paid_off,0-30,0
L500940,C107023,2023-09-23,500.0,0.11,12,delinquent,31-60,0
L500941,C100567,2022-09-29,500.0,0.09,36,default,charge-off,1
L500942,C106701,2024-07-13,500.0,0.077,24,paid_off,0-30,0
L500943,C102560,05/03/2024,500.0,0.107,12,default,>90,1
L500944,C100771,17/03/2024,500.0,0.074,18,current,0-30,0
L500945,C104439,2023-05-25,500.0,0.128,24,current,0-30,0
L500946,C103132,2025-02-28,500.0,0.116,24,default,>90,1
L500947,C100751,2023-12-10,500.0,0.144,12,paid_off,0-30,0
L500948,C107814,2024-01-16,500.0,0.122,12,paid_off,0-30,0
L500949,C105321,2023-03-04,500.0,0.149,24,paid_off,0-30,0
L500950,C104076,2023-04-17,500.0,0.094,6,delinquent,31-60,0
L500951,C105306,2024-04-13,500.0,0.056,24,current,0-30,0
L500952,C100546,2025-01-30,500.0,0.148,36,current, 0-30,0
L500953,C104057,2022-11-28,500.0,0.123,12,current,0-30,0
L500954,C107286,2022-01-30,500.0,0.115,36,paid_off,0-30,0
L500955,C105793,2025-08-04,500.0,0.162,18,current, 0-30,0
L500956,C105431,12/02/2025,500.0,0.052,12,current,0-30,0
L500957,C104093,2023-12-20,500.0,0.159,6,current,31-60,0
L500958,C104516,2023-07-02,500.0,0.119,12,paid_off,0-30,0
L500959,C103159,2024-12-04,500.0,0.118,24,paid_off,0-30,0
L500960,C106305,2025-07-17,500.0,0.129,36,current,0-30,0
L500961,C107704,12/07/2023,500.0,0.097,24,current,0-30,0
L500962,C100893,2024-04-04,500.0,0.045,36,current,0-30,0
L500963,C107264,04/05/2025,500.0,0.066,24, delinquent,31-60,0
L500964,C103427,17/12/2024,500.0,0.149,24,delinquent,31-60,0
L500965,C105834,28/04/2023,500.0,0.124,12, current,0-30,0
L500966,C104088,2024-10-23,500.0,0.102,18,current ,0-30,0
L500967,C100258,2024-02-20,500.0,0.11,36, current,0-30,0
L500968,C102594,24/04/2025,500.0,0.11,12,delinquent,61-90,1
L500969,C107505,2023-06-15,500.0,0.106,12,current,0-30,0
L500970,C106492,2024-05-23,500.0,0.151,12,current,0-30,0
L500971,C104331,2022-10-19,500.0,0.125,12,current,0-30 ,0
L500972,C100739,2025-02-06,500.0,0.09,12,paid_off,0-30,0
L500973,C107611,2022-12-05,500.0,0.154,6,delinquent,31-60,0
L500974,C106312,2022-07-05,500.0,0.135,48,paid_off,0-30,0
L500975,C100622,07/01/2023,500.0,0.107,12,current,0-30,0
L500976,C101318,07/05/2024,500.0,0.101,24,current,0-30,0
L500977,C101663,2023-12-26,500.0,0.125,24,current,0-30,0
L500978,C100370,29/01/2022,500.0,0.122,36,current,0-30,0
L500979,C105526,07/02/2023,500.0,0.136,18,current,0-30,0
L500980,C103788,2024-09-14,500.0,0.12,18,paid_off,0-30,0
L500981,C102864,2025-09-07,500.0,0.105,12,default,>90,1
L500982,C101383,2022-10-11,500.0,0.107,18,current,0-30,0
L500983,C106407,2023-08-02,500.0,0.122,12,default,>90,1
L500984,C106615,14/07/2022,500.0,0.12,12,current,0-30,0
L500985,C107162,2025-03-09,500.0,0.172,36,paid_off,0-30,0
L500986,C102424,2023-05-22,500.0,0.134,12,current,0-30,0
L500987,C105269,2024-04-14,500.0,0.142,18,current,0-30,0
L500988,C104692,2024-01-29,500.0,0.108,12,paid_off,0-30,0
L500989,C103228,2022-02-26,500.0,0.15,6,current ,0-30,0
L500990,C106557,11/01/2025,500.0,0.134,6,CURRENT,0-30,0
L500991,C104702,2024-07-22,193773.26,0.128,36,current,0-30,0
L500992,C104446,2025-09-19,193773.26,0.115,6,current,0-30,0
L500993,C101515,2023-11-20,500.0,0.137,12,current,0-30,0
L500994,C107724,2024-03-20,500.0,0.17,12,current,0-30,0
L500995,C106393,2023-11-18,500.0,0.1,18,current,0-30,0
L500996,C103731,2022-07-23,500.0,0.12,12,current,31-60,0
L500997,C107377,2024-11-18,500.0,0.175,24,current,0-30,0
L500998,C103752,2022-08-29,500.0,0.141,18,paid_off,0-30,0
L500999,C101581,2022-11-29,500.0,0.128,24,current,0-30,0
L501000,C105348,2023-05-21,500.0,0.082,48,current,0-30,0
L501001,C103786,26/02/2024,500.0,0.097,12,current,0-30,0
L501002,C101703,31/05/2024,500.0,0.164,12,current,0-30,0
L501003,C103223,2022-07-11,500.0,0.075,18,delinquent,31-60,0
L501004,C102525,26/03/2023,500.0,0.111,24,current,0-30,0
L501005,C100114,2024-11-28,500.0,0.108,36,current,0-30,0
L501006,C104786,2022-03-13,500.0,0.151,36,paid_off,0-30,0
L501007,C100094,2024-08-19,500.0,0.119,24,paid_off,0-30,0
L501008,C101002,2022-09-09,500.0,0.105,6,delinquent,31-60,0
L501009,C104388,2025-01-29,500.0,0.128,24,CURRENT,31-60,0
L501010,C106804,2024-09-02,500.0,0.137,36,current,0-30,0
L501011,C106543,2023-09-25,500.0,0.068,18,current,0-30,0
L501012,C105550,2025-08-17,500.0,0.174,18,current,0-30,0
L501013,C102121,2023-06-22,500.0,0.116,12,current,0-30,0
L501014,C102507,2022-05-02,500.0,0.11,12,current,0-30,0
L501015,C101295,27/04/2022,500.0,0.108,24,paid_off,0-30,0
L501016,C101877,2024-12-31,500.0,0.102,24,paid_off,0-30,0
L501017,C107420,2024-08-11,500.0,0.08,6,delinquent,61-90,1
L501018,C102803,2022-08-02,500.0,0.161,6,paid_off,0-30,0
L501019,C103842,2025-06-23,500.0,0.169,6,paid_off,0-30,0
L501020,C103003,2022-02-08,500.0,0.1,24,current,31-60,0
L501021,C102341,2023-04-28,500.0,0.164,12,current,0-30,0
L501022,C102511,2023-07-14,500.0,0.101,12,current,0-30,0
L501023,C107668,2022-12-03,500.0,0.097,6,delinquent,31-60,0
L501024,C107705,2022-05-23,500.0,0.129,12,current,0-30,0
L501025,,17/06/2023,500.0,0.132,24,paid_off,0-30,0
L501026,C107725,2025-01-18,500.0,0.155,18,current,0-30,0
L501027,C103157,22/12/2023,500.0,0.088,12,current,0-30,0
L501028,C105751,2024-09-22,500.0,0.151,36,current,0-30,0
L501029,C101377,2025-06-03,500.0,,36,paid_off,0-30,0
L501030,C101879,29/03/2025,500.0,0.077,12,paid_off,0-30,0
L501031,C106768,2022-02-15,500.0,0.161,24,current,0-30,0
L501032,C100027,23/10/2022,500.0,0.091,18,paid_off,0-30,0
L501033,C103489,2025-04-04,500.0,0.123,12,paid_off,0-30,0
L501034,C105142,2022-12-29,500.0,0.152,6,current,31-60,0
L501035,C105878,2025-09-25,500.0,0.121,48,current,0-30,0
L501036,C107663,2024-06-20,500.0,0.149,12,current,0-30,0
L501037,C100706,2024-12-14,500.0,0.11,12,delinquent,31-60,0
L501038,C103114,2022-01-28,500.0,0.15,24,current,0-30,0
L501039,C101324,24/03/2022,500.0,0.12,36,paid_off,0-30,0
L501040,C102131,2023-02-21,500.0,0.073,12,PAID_OFF,0-30,0
L501041,C107428,17/09/2023,500.0,0.154,12, current,0-30,0
L501042,,27/01/2025,500.0,,12,current,0-30,0
L501043,C102296,2023-02-03,500.0,0.136,12,delinquent,31-60,0
L501044,C107490,2023-06-07,500.0,0.119,24,paid_off,0-30,0
L501045,C105206,03/11/2023,500.0,0.092,36,current,0-30,0
L501046,C107695,2025-08-24,500.0,0.12,24,current,0-30,0
L501047,C104973,2025-04-24,500.0,0.09,6,current,31-60,0
L501048,C101986,2024-01-11,500.0,0.162,48,paid_off,0-30,0
L501049,C104596,07/05/2024,500.0,0.112,36,current,31-60,0
L501050,C103080,11/09/2025,500.0,0.107,12,current,0-30,0
L501051,C104289,2024-08-28,500.0,0.11,12,paid_off,0-30,0
L501052,C100817,2025-04-08,500.0,0.076,36,current,0-30,0
L501053,C104741,2024-02-08,500.0,0.141,18,current,0-30,0
L501054,C105437,2023-07-04,500.0,0.114,18,paid_off,0-30,0
L501055,C105519,2023-04-01,500.0,0.163,48,paid_off,0-30,0
L501056,C101405,2023-09-07,500.0,0.15,12,current ,0-30,0
L501057,C104509,2023-04-09,500.0,0.1,24,paid_off,0-30,0
L501058,C102896,2022-01-18,500.0,0.083,12,current,0-30,0
L501059,C101177,2022-12-03,500.0,0.108,6,current ,0-30,0
L501060,C101634,2024-10-18,500.0,0.085,12,paid_off,0-30,0
L501061,C101382,2022-02-05,500.0,0.091,36,current,0-30,0
L501062,C107651,2025-08-22,500.0,0.107,18,delinquent,31-60,0
L501063,C100346,15/01/2023,500.0,0.139,12,paid_off,0-30,0
L501064,C101269,21/12/2023,500.0,0.121,12,current,0-30,0
L501065,C100645,2025-07-17,500.0,0.164,6,paid_off,0-30,0
L501066,C104251,2025-01-06,500.0,0.119,12,current,0-30,0
L501067,C100513,2022-09-30,500.0,0.156,12,paid_off,0-30,0
L501068,C105022,2023-11-12,500.0,0.097,12,current,0-30,0
L501069,C107795,2023-10-04,500.0,0.113,6,paid_off,0-30,0
L501070,C106247,2023-08-12,500.0,0.087,24,current,0-30,0
L501071,C104118,2022-12-04,500.0,0.134,36,CURRENT,31-60,0
L501072,C103474,2024-06-18,500.0,0.08,36,current,0-30,0
L501073,C105682,2023-11-30,500.0,0.123,12,current,0-30,0
L501074,C107513,2023-06-18,500.0,0.139,36,current,0-30,0
L501075,C106665,2024-08-11,500.0,0.147,24,default,charge-off,1
L501076,C101436,2024-06-24,500.0,0.118,6,default,CHARGE-OFF,1
L501077,C100689,2024-04-14,500.0,0.153,36,current,0-30,0
L501078,C106460,2023-04-22,500.0,0.121,48,paid_off,0-30,0
L501079,C105333,2023-01-15,500.0,0.121,12,default,>90,1
L501080,C100422,2022-10-07,500.0,0.168,18,current,0-30,0
L501081,C101277,2024-12-01,500.0,0.104,24,current,0-30,0
L501082,C103014,2024-09-25,500.0,0.181,36,paid_off,0-30,0
L501083,C102873,07/04/2022,500.0,0.136,24,delinquent,31-60,0
L501084,C106321,2023-10-09,500.0,0.133,24,current,0-30,0
L501085,C107840,10/05/2024,500.0,0.163,24,paid_off,0-30,0
L501086,C101971,2024-06-16,500.0,0.065,24,current,0-30,0
L501087,C103807,2023-03-23,500.0,,6,paid_off,0-30,0
L501088,C107345,2023-11-30,500.0,0.137,12,current,0-30,0
L501089,C100612,13/07/2024,500.0,0.147,18,paid_off,0-30,0
L501090,C102626,2022-03-05,500.0,0.157,12,current,0-30,0
L501091,C106748,2024-04-04,500.0,0.061,12,current,0-30,0
L501092,C105506,2024-11-28,500.0,0.084,12,current,0-30,0
L501093,C103768,2023-03-30,500.0,0.107,36,current,0-30,0
L501094,C101665,2025-08-18,500.0,0.126,24,paid_off,0-30,0
L501095,C105775,2022-01-18,500.0,0.105,12,paid_off,0-30,0
L501096,C103374,2023-05-06,500.0,0.103,24,current,0-30,0
L501097,C107095,2024-04-12,500.0,0.109,6,current,0-30,0
L501098,C102079,2024-10-06,500.0,0.15,6,current,0-30,0
L501099,C104474,2024-01-18,500.0,0.107,18,current,0-30,0
L501100,C100758,2023-12-20,500.0,0.163,12,paid_off,0-30,0
L501101,C102215,2022-11-20,500.0,0.091,12,paid_off,0-30,0
L501102,C104911,2023-12-10,500.0,0.071,36,current,0-30,0
L501103,C103364,2023-04-28,500.0,0.116,36,delinquent,61-90,1
L501104,C103426,2024-11-02,500.0,,12,current,0-30,0
L501105,C100718,10/09/2024,500.0,0.116,12, current,0-30,0
L501106,C105021,2023-06-01,500.0,0.08,24,current,0-30,0
L501107,C103612,2025-04-30,500.0,0.109,6,delinquent,31-60,0
L501108,C106742,2024-08-25,500.0,0.11,12,paid_off,0-30,0
L501109,C103704,29/06/2022,500.0,0.124,36,current,0-30,0
L501110,C100229,29/09/2022,500.0,0.13,18,current,0-30,0
L501111,C102557,2022-02-20,500.0,0.154,36,delinquent,31-60,0
L501112,C103446,19/10/2024,500.0,0.165,12,delinquent,31-60,0
L501113,C101856,2025-08-30,500.0,0.108,24, current,0-30,0
L501114,C105836,2025-05-20,500.0,0.121,18,paid_off,0-30,0
L501115,C107978,2022-08-17,500.0,0.139,18,current,0-30,0
L501116,C100430,2022-05-19,500.0,0.087,6,current,0-30,0
L501117,C102400,2022-01-07,500.0,0.117,36,paid_off,0-30,0
L501118,C106914,25/06/2024,500.0,0.1,12,current,0-30,0
L501119,C102226,05/07/2022,500.0,0.11,18,paid_off,0-30,0
L501120,C105938,2023-03-08,500.0,0.129,12,current,0-30,0
L501121,C104953,2024-07-26,500.0,0.172,36,default,>90,1
L501122,C106617,22/04/2022,500.0,0.126,24,delinquent,31-60,0
L501123,C106736,2023-09-22,500.0,0.113,36,current,0-30,0
L501124,C106890,2025-01-14,500.0,0.122,12,delinquent,61-90,1
L501125,C100753,30/09/2024,500.0,0.095,12,current,31-60,0
L501126,C104916,2025-04-17,500.0,0.189,6,delinquent,31-60,0
L501127,C100058,18/04/2024,500.0,0.099,18,current,0-30,0
L501128,C105126,2025-04-13,500.0,0.156,12,current,0-30,0
L501129,C103742,2024-02-16,500.0,0.122,12,current,0-30,0
L501130,C105109,2023-05-15,500.0,0.063,24,current,0-30,0
L501131,C100920,2024-08-30,500.0,0.115,12,current,0-30,0
L501132,C103390,05/03/2025,500.0,0.108,24,paid_off,0-30,0
L501133,C107601,2023-11-20,500.0,0.188,24,delinquent,61-90,1
L501134,C105684,2023-02-14,500.0,0.129,36,paid_off,0-30,0
L501135,C101958,2025-02-12,500.0,0.118,24,current,0-30,0
L501136,C102189,2025-01-20,500.0,0.119,18,current,0-30,0
L501137,C104604,2024-06-28,500.0,0.124,12,delinquent,61-90,1
L501138,C101040,2022-09-16,500.0,0.182,24,current,0-30,0
L501139,C104061,2022-08-20,500.0,0.159,12,default,charge-off,1
L501140,C102363,2022-07-23,500.0,0.097,18,current,0-30,0
L501141,C107931,06/03/2022,500.0,0.102,12,paid_off,0-30,0
L501142,C100682,2022-01-12,500.0,0.141,24,current,0-30,0
L501143,C102828,25/09/2025,500.0,0.136,48,paid_off,0-30,0
L501144,C102118,2024-09-23,500.0,0.041,24,delinquent,31-60,0
L501145,C100841,2024-04-27,500.0,0.09,6,paid_off,0-30,0
L501146,C101925,13/02/2023,500.0,0.167,24,current,0-30,0
L501147,C101741,2023-02-06,500.0,0.111,12,default,>90,1
L501148,C101111,29/09/2025,500.0,0.081,24,current,0-30,0
L501149,C106924,2022-06-01,500.0,0.106,18,current,0-30,0
L501150,C102031,17/08/2023,500.0,0.124,36,current ,0-30,0
L501151,C103317,21/05/2024,500.0,0.077,24,paid_off,0-30,0
L501152,C103863,15/12/2024,500.0,0.126,12,current,0-30,0
L501153,C102212,2023-10-25,500.0,0.113,36,current,0-30,0
L501154,C100847,2023-02-24,500.0,0.113,6,current,0-30,0
L501155,C101575,04/08/2023,500.0,0.092,36,current,0-30,0
L501156,C105852,2025-07-10,500.0,0.093,12,default,charge-off,1
L501157,C105208,2023-12-21,500.0,-0.023,36,current,0-30,0
L501158,C105881,2023-02-09,500.0,0.133,36,current,0-30,0
L501159,C101913,2024-10-14,500.0,0.175,12,current,0-30,0
L501160,C101220,15/08/2023,193773.26,0.06,24,current,0-30,0
L501161,C105129,2023-10-17,500.0,0.131,6,current,0-30,0
L501162,C105350,2024-01-05,500.0,0.15,12,current,0-30,0
L501163,C102376,2022-09-08,500.0,0.136,12,current,0-30,0
L501164,C106794,2025-07-24,500.0,0.132,12,current,0-30,0
L501165,C106096,2024-06-02,500.0,0.122,24,current,0-30 ,0
L501166,C101766,2022-04-12,500.0,0.12,18,delinquent, 31-60,0
L501167,C101762,2025-03-13,500.0,0.116,48,current,0-30,0
L501168,C107419,2023-05-15,500.0,0.104,36,current,0-30,0
L501169,C103983,2023-07-18,500.0,0.16,18,paid_off,0-30,0
L501170,C101360,2023-03-12,500.0,0.139,36,paid_off,0-30,0
L501171,C107867,2024-03-02,500.0,0.156,12, paid_off,0-30,0
L501172,C104671,2024-01-12,500.0,0.116,36,current,0-30,0
L501173,C102681,28/07/2022,500.0,0.134,36,paid_off,0-30,0
L501174,C105494,29/01/2025,500.0,0.112,36,paid_off,0-30,0
L501175,C102497,2024-04-04,500.0,0.155,6,current,31-60,0
L501176,C100525,2024-08-02,500.0,0.081,12,paid_off,0-30,0
L501177,C103935,2022-10-02,500.0,0.134,12,current,0-30,0
L501178,C101158,2025-06-25,500.0,0.125,48,paid_off,0-30,0
L501179,C103986,2023-04-01,500.0,0.081,48,current,31-60,0
L501180,C105510,2024-10-31,500.0,0.108,12,current,0-30,0
L501181,C101682,2023-10-29,500.0,0.211,18,paid_off,0-30,0
L501182,C106094,2024-01-20,500.0,0.077,6,paid_off,0-30,0
L501183,C106515,18/12/2022,500.0,0.151,24,default,>90,1
L501184,C106292,2025-02-01,500.0,0.139,12,current,0-30,0
L501185,C100949,2023-12-02,500.0,0.126,36,current,0-30,0
L501186,C102141,02/07/2023,500.0,0.145,18,paid_off,0-30,0
L501187,C100403,2025-03-09,500.0,0.087,12,current,0-30,0
L501188,C105808,2025-03-25,500.0,0.139,24,current,31-60,0
L501189,C103354,2023-09-25,500.0,0.134,6,current,0-30,0
L501190,C100180,10/12/2023,500.0,0.104,18,current,0-30,0
L501191,C105759,2024-07-16,500.0,0.092,12,current,0-30,0
L501192,C101840,20/03/2025,500.0,0.097,24,current,0-30,0
L501193,C102112,2024-05-21,500.0,0.161,48,current,0-30,0
L501194,C100446,28/02/2023,500.0,0.151,24,current,31-60,0
L501195,C104123,2025-07-23,500.0,0.097,24,delinquent,61-90 ,1
L501196,C106987,10/02/2024,500.0,0.101,6,current,0-30,0
L501197,C103857,2024-12-18,500.0,0.125,24,current ,0-30,0
L501198,C106735,2023-05-31,500.0,0.098,6,current,0-30,0
L501199,C107125,2022-02-06,500.0,0.116,36,delinquent,61-90,1
L501200,C104187,2024-02-18,500.0,0.145,12,paid_off,0-30,0
L501201,C104915,2024-03-12,500.0,0.136,24,default,charge-off,1
L501202,C105124,2022-07-28,500.0,0.168,18,current,0-30,0
L501203,C107212,2025-06-29,500.0,0.127,12,current,0-30,0
L501204,C104700,2023-02-20,500.0,0.133,24,current,0-30,0
L501205,C107238,2023-08-10,500.0,0.153,24,paid_off,0-30,0
L501206,C104276,2022-10-18,500.0,0.062,12,current,31-60,0
L501207,C103236,2022-06-20,500.0,0.141,24,current,0-30,0
L501208,C104771,2023-11-06,500.0,0.111,12,paid_off,0-30,0
L501209,C107008,03/06/2023,500.0,0.094,18,current,0-30,0
L501210,C106859,2024-09-04,500.0,0.077,24,paid_off,0-30,0
L501211,C105799,03/01/2024,500.0,0.101,36,current,0-30,0
L501212,C103412,2022-02-20,500.0,0.109,12,paid_off,0-30,0
L501213,C106145,2022-03-21,500.0,0.125,36,paid_off,0-30,0
L501214,C102314,08/09/2024,500.0,0.117,12,current,0-30,0
L501215,C105179,2024-04-14,500.0,0.133,24,current,0-30,0
L501216,C104139,2022-11-21,500.0,0.147,36,delinquent,61-90 ,1
L501217,C102151,2022-05-31,500.0,0.15,12,current,0-30,0
L501218,C101078,10/04/2022,500.0,0.122,36,current,0-30,0
L501219,C105014,2024-05-01,500.0,0.067,18,current,0-30,0
L501220,C100223,2025-03-02,500.0,0.089,12,default,charge-off,1
L501221,C103829,2022-12-22,500.0,0.121,6,delinquent,61-90,1
L501222,C105647,2022-10-10,500.0,0.032,12,current,0-30,0
L501223,C105182,07/01/2024,500.0,0.116,12,PAID_OFF,0-30,0
L501224,C106462,2022-09-23,500.0,0.135,12,delinquent,61-90,1
L501225,C105218,2022-10-17,500.0,0.192,12,current,0-30,0
L501226,C103239,2023-01-11,500.0,0.138,6,current,31-60,0
L501227,C104923,2022-04-19,500.0,0.153,12,current,0-30,0
L501228,C100444,06/01/2025,500.0,0.118,18,paid_off,0-30,0
L501229,C101991,2024-01-03,500.0,0.134,36, default,>90,1
L501230,C103098,2023-06-04,500.03,0.084,24,current,0-30,0
L501231,C106139,2023-06-18,500.0,0.096,24,default,>90,1
L501232,C106578,2025-03-27,500.0,0.114,12,current,0-30,0
L501233,C104957,25/09/2024,500.0,-0.023,12,current,0-30,0
L501234,C103314,2024-12-30,500.0,0.085,18,default,>90,1
L501235,C104468,24/06/2022,500.0,0.099,12,current,0-30,0
L501236,C105638,2022-12-18,500.0,0.105,6,paid_off,0-30,0
L501237,C107187,2023-03-15,500.0,0.085,24,paid_off,0-30,0
L501238,C107583,2024-05-11,500.0,0.104,12,current,0-30,0
L501239,C102462,2022-09-23,500.0,0.175,12,paid_off,0-30,0
L501240,C101190,2024-02-09,500.0,0.143,24,current,0-30,0
L501241,C100360,16/09/2023,500.0,0.1,24,CURRENT,0-30,0
L501242,C105001,2025-04-12,500.0,0.175,12,current,0-30,0
L501243,C102699,05/01/2025,500.0,0.152,6,delinquent,31-60,0
L501244,C104579,19/11/2023,500.0,0.06,36,paid_off,0-30,0
L501245,C106727,2024-10-22,500.0,0.116,12,paid_off,0-30,0
L501246,C104627,2023-11-06,500.0,0.129,12,current,0-30,0
L501247,C104473,2025-08-26,500.0,0.125,36,current ,31-60,0
L501248,C106659,2025-05-01,500.0,0.182,24,current,0-30,0
L501249,C102329,13/06/2024,500.0,0.121,12,current,31-60,0
L501250,C101653,2024-09-19,500.0,0.149,48,default,>90,1
L501251,C107882,28/06/2024,500.0,0.174,36,paid_off,0-30,0
L501252,C101171,2023-04-09,500.0,0.141,12,default,charge-off,1
L501253,C101178,2022-05-23,500.0,0.123,12,paid_off,0-30,0
L501254,C102604,2025-04-07,500.0,0.054,18,current,0-30,0
L501255,C101861,2024-01-12,500.0,0.172,12,current,0-30,0
L501256,C103805,2022-01-13,500.0,0.154,24,paid_off,0-30,0
L501257,C102781,2024-01-16,500.0,0.136,12,current,0-30,0
L501258,C102926,2025-07-30,500.0,0.14,36,default,>90,1
L501259,C106304,2022-03-20,500.0,0.095,12,delinquent,31-60,0
L501260,C102204,2024-07-20,500.0,0.121,24,current,0-30,0
L501261,C104495,2023-10-27,500.0,0.142,24,current,0-30,0
L501262,C105989,2022-12-02,500.0,0.139,12,paid_off,0-30,0
L501263,C104445,2024-07-10,500.0,0.125,36,current,0-30,0
L501264,C104607,2025-07-16,500.0,0.13,18,delinquent,61-90,1
L501265,C102702,2023-12-02,500.0,0.106,36,paid_off,0-30,0
L501266,C105383,2023-10-06,500.0,0.109,36,current,0-30,0
L501267,C101637,2023-03-09,500.0,0.082,18,current,31-60,0
L501268,C106396,2022-01-14,500.0,0.154,48,current,0-30,0
L501269,C103996,2024-01-30,500.0,0.087,6,current,0-30,0
L501270,C103926,2024-02-17,500.0,0.147,6,paid_off,0-30,0
L501271,C104010,2022-07-28,500.0,0.18,18,current ,0-30,0
L501272,C103383,13/11/2024,500.0,0.094,36,current,31-60,0
L501273,C105009,2024-06-01,500.0,0.059,24,CURRENT,0-30,0
L501274,C102343,2024-07-10,500.0,0.094,18,current,0-30,0
L501275,C100282,05/08/2025,500.0,0.133,24,current,0-30,0
